idx	v_val	p_in	p_out	v_vec	time
0	0.14444677739159062	[0.01, 0.1, 0.0]	[0.49628908 0.         0.        ]	"[0.00000000e+00 3.59738794e-17 6.87155065e-17 4.14652274e-01
 5.51342606e-17 1.16230877e-20 5.85347726e-01]"	5.526148319244385
1	0.15285348336088916	[0.01, 0.1, 0.01]	[4.96279284e-01 1.59869176e-16 0.00000000e+00]	"[4.33791763e-18 7.46884276e-17 1.94322463e-17 4.13433767e-01
 6.03596606e-18 1.66761713e-16 5.86566233e-01]"	5.025266885757446
2	0.16097930262445573	[0.01, 0.1, 0.02]	[4.96271474e-01 7.49045409e-17 1.00119627e-16]	"[0.00000000e+00 0.00000000e+00 2.71405997e-17 4.12445698e-01
 1.00176998e-16 4.50060650e-17 5.87554302e-01]"	6.514749526977539
3	0.14919942130299169	[0.01, 0.11, 0.0]	[0.49636715 0.         0.        ]	"[2.07291568e-18 1.76625737e-17 0.00000000e+00 4.24746598e-01
 0.00000000e+00 1.96735029e-17 5.75253402e-01]"	8.674751043319702
4	0.15749596618417444	[0.01, 0.11, 0.01]	[4.96353171e-01 2.18110596e-16 0.00000000e+00]	"[1.44800388e-17 4.73274180e-17 6.38505576e-20 4.22821171e-01
 1.04741388e-16 2.19359591e-17 5.77178829e-01]"	7.152668237686157
5	0.1655076634424997	[0.01, 0.11, 0.02]	[4.96340729e-01 0.00000000e+00 1.99801522e-16]	"[0.00000000e+00 7.38859195e-17 2.65452576e-17 4.21201856e-01
 7.67382979e-18 0.00000000e+00 5.78798144e-01]"	8.293307304382324
6	0.15375274787412535	[0.01, 0.12, 0.0]	[4.96436624e-01 2.19976598e-16 2.98747046e-16]	"[1.15948015e-16 7.74421619e-17 0.00000000e+00 4.34042184e-01
 0.00000000e+00 2.27299635e-17 5.65957816e-01]"	8.247892618179321
7	0.16194508106985256	[0.01, 0.12, 0.01]	[4.96413869e-01 1.44527993e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.31477954e-01
 1.33913638e-16 1.46305391e-17 5.68522046e-01]"	7.623723983764648
8	0.16984798349428443	[0.01, 0.12, 0.02]	[4.96398120e-01 1.94489191e-16 5.55111512e-17]	"[1.20130602e-21 3.49490022e-21 4.68421910e-21 4.29296618e-01
 1.01143521e-21 9.59988594e-17 5.70703382e-01]"	7.8235297203063965
9	0.15811865912435985	[0.01, 0.13, 0.0]	[0.49649949 0.         0.        ]	"[1.05531217e-16 1.51298227e-17 4.03603047e-18 4.42560726e-01
 0.00000000e+00 1.48234659e-17 5.57439274e-01]"	7.013969659805298
10	0.16621146065788012	[0.01, 0.13, 0.01]	[4.96477166e-01 2.17972357e-16 0.00000000e+00]	"[1.61690739e-16 1.19506588e-16 1.47978893e-16 4.39527015e-01
 0.00000000e+00 0.00000000e+00 5.60472985e-01]"	6.600915431976318
11	0.1740098239938784	[0.01, 0.13, 0.02]	[4.96454042e-01 0.00000000e+00 6.77151210e-18]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.36827409e-01
 9.95686887e-17 3.30481355e-17 5.63172591e-01]"	8.109145402908325
12	0.16230719712196506	[0.01, 0.13999999999999999, 0.0]	[0.49655567 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 3.08925688e-18 4.50498142e-01
 1.48922784e-17 0.00000000e+00 5.49501858e-01]"	7.565993785858154
13	0.17030415663642418	[0.01, 0.13999999999999999, 0.01]	[4.96530251e-01 4.87707322e-17 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.46893815e-01
 4.58708384e-17 0.00000000e+00 5.53106185e-01]"	6.955360651016235
14	0.178001389517694	[0.01, 0.13999999999999999, 0.02]	[4.96508527e-01 9.68444531e-17 0.00000000e+00]	"[0.00000000e+00 7.20925281e-17 0.00000000e+00 4.43850803e-01
 9.02943431e-17 1.71396264e-17 5.56149197e-01]"	7.178632497787476
15	0.16632692684604103	[0.01, 0.14999999999999997, 0.0]	[0.49660672 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 7.87039537e-17 4.57871364e-01
 0.00000000e+00 3.26766520e-17 5.42128636e-01]"	7.0034027099609375
16	0.17423094842299602	[0.01, 0.14999999999999997, 0.01]	[4.96579197e-01 2.64981863e-16 1.98187918e-16]	"[1.47400167e-16 1.75008685e-17 0.00000000e+00 4.53891534e-01
 4.04053942e-17 4.95981588e-17 5.46108466e-01]"	6.627056121826172
17	0.18182978146197495	[0.01, 0.14999999999999997, 0.02]	[4.96552053e-01 1.21209048e-16 3.96719536e-16]	"[0.00000000e+00 1.67702366e-18 0.00000000e+00 4.50392620e-01
 1.46187232e-17 0.00000000e+00 5.49607380e-01]"	9.432898044586182
18	0.17018522199834674	[0.01, 0.15999999999999998, 0.0]	[4.96648896e-01 0.00000000e+00 9.88298940e-17]	"[0.00000000e+00 2.15245536e-17 5.26826971e-17 4.64721336e-01
 6.41391809e-17 0.00000000e+00 5.35278664e-01]"	7.478660345077515
19	0.17799858453248302	[0.01, 0.15999999999999998, 0.01]	[0.49662385 0.         0.        ]	"[1.13499762e-17 1.74624336e-17 0.00000000e+00 4.60361108e-01
 5.90674888e-17 0.00000000e+00 5.39638892e-01]"	7.103393316268921
20	0.18550119340645127	[0.01, 0.15999999999999998, 0.02]	[4.96598180e-01 1.70986063e-16 3.96118387e-16]	"[4.35888920e-18 2.89416410e-17 4.09724934e-17 4.56534235e-01
 0.00000000e+00 1.02584242e-17 5.43465765e-01]"	8.821912288665771
21	0.17388848409289387	[0.01, 0.16999999999999998, 0.0]	[4.96696384e-01 5.10229682e-17 0.00000000e+00]	"[4.58994489e-17 3.60629108e-17 0.00000000e+00 4.71131697e-01
 5.40589737e-18 7.01417479e-17 5.28868303e-01]"	9.250325441360474
22	0.18161295589572593	[0.01, 0.16999999999999998, 0.01]	[4.96664566e-01 0.00000000e+00 2.96367304e-16]	"[4.23495744e-17 0.00000000e+00 4.25408487e-17 4.66419937e-01
 4.24754303e-17 4.40139084e-17 5.33580063e-01]"	7.280453205108643
23	0.18902106346955308	[0.01, 0.16999999999999998, 0.02]	[4.96638035e-01 2.21820585e-16 0.00000000e+00]	"[9.30323220e-18 6.61335094e-17 1.22402138e-17 4.62271311e-01
 0.00000000e+00 7.38194995e-17 5.37728689e-01]"	7.39728307723999
24	0.1774423114936611	[0.01, 0.17999999999999997, 0.0]	[0.49673499 0.         0.        ]	"[0.         0.         0.         0.47715857 0.         0.
 0.52284143]"	5.8594372272491455
25	0.18507924241359738	[0.01, 0.17999999999999997, 0.01]	[4.96702548e-01 1.92086144e-16 0.00000000e+00]	"[1.18380078e-16 7.34411577e-17 0.00000000e+00 4.72113560e-01
 0.00000000e+00 0.00000000e+00 5.27886440e-01]"	7.227879762649536
26	0.1923941954775654	[0.01, 0.17999999999999997, 0.02]	[4.96672868e-01 2.37808898e-16 1.97515561e-16]	"[1.67286861e-16 2.54157289e-17 0.00000000e+00 4.67686731e-01
 0.00000000e+00 7.10262188e-17 5.32313269e-01]"	7.351786136627197
27	0.18085163001282864	[0.01, 0.18999999999999995, 0.0]	[4.96767969e-01 1.13298661e-16 2.95179668e-16]	"[0.00000000e+00 0.00000000e+00 2.52190636e-17 4.82772360e-01
 3.97766298e-17 0.00000000e+00 5.17227640e-01]"	6.136093616485596
28	0.1884020252268597	[0.01, 0.18999999999999995, 0.01]	[0.49673368 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.77435004e-01
 1.46029442e-16 7.66633554e-18 5.22564996e-01]"	6.5984296798706055
29	0.19562485571800103	[0.01, 0.18999999999999995, 0.02]	[4.96703244e-01 8.75853759e-17 0.00000000e+00]	"[8.60769317e-17 1.28731092e-16 9.65953012e-17 4.72794993e-01
 0.00000000e+00 0.00000000e+00 5.27205007e-01]"	6.053166151046753
30	0.18412080211397422	[0.01, 0.19999999999999996, 0.0]	[4.96800274e-01 0.00000000e+00 9.82662650e-17]	"[2.79827008e-17 7.55962862e-18 0.00000000e+00 4.88041530e-01
 3.26407067e-17 0.00000000e+00 5.11958470e-01]"	6.5450005531311035
31	0.19158537580388924	[0.01, 0.19999999999999996, 0.01]	[4.96765842e-01 1.30969479e-16 6.13133404e-16]	"[4.58907908e-17 4.46665874e-20 5.09044099e-17 4.82491014e-01
 0.00000000e+00 9.90770423e-18 5.17508986e-01]"	8.688470840454102
32	0.198716848651587	[0.01, 0.19999999999999996, 0.02]	[4.96733913e-01 2.34661925e-16 2.95555722e-16]	"[4.70891387e-17 1.14685864e-17 6.67539449e-17 4.77579367e-01
 0.00000000e+00 5.29912092e-17 5.22420633e-01]"	6.570634841918945
33	0.1872537085866843	[0.01, 0.20999999999999996, 0.0]	[0.49683531 0.         0.        ]	"[4.20434516e-21 0.00000000e+00 7.45471164e-22 4.93026896e-01
 0.00000000e+00 1.47937296e-21 5.06973104e-01]"	6.272211313247681
34	0.19463293182149935	[0.01, 0.20999999999999996, 0.01]	[0.4967988 0.        0.       ]	"[4.55642398e-17 4.64016792e-17 0.00000000e+00 4.87221812e-01
 3.35245723e-17 0.00000000e+00 5.12778188e-01]"	6.8534016609191895
35	0.20167358487086595	[0.01, 0.20999999999999996, 0.02]	[4.96763773e-01 2.17527169e-16 0.00000000e+00]	"[2.62876587e-17 1.69787211e-17 0.00000000e+00 4.82060180e-01
 7.51160687e-17 3.27760321e-17 5.17939820e-01]"	6.906773567199707
36	0.19025381797470362	[0.01, 0.21999999999999995, 0.0]	[4.96860547e-01 0.00000000e+00 1.96067755e-16]	"[1.62450489e-17 7.24731202e-17 8.35522649e-17 4.97708445e-01
 0.00000000e+00 4.27529441e-17 5.02291555e-01]"	7.060957908630371
37	0.19754795495518657	[0.01, 0.21999999999999995, 0.01]	[0.49682391 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.91674674e-01
 6.23071685e-17 0.00000000e+00 5.08325326e-01]"	5.730432033538818
38	0.20449813316294313	[0.01, 0.21999999999999995, 0.02]	[4.96793472e-01 5.24454890e-17 0.00000000e+00]	"[9.00245539e-17 2.11655360e-17 1.40052228e-16 4.86354319e-01
 0.00000000e+00 2.61333109e-17 5.13645681e-01]"	6.457528829574585
39	0.1931242437331275	[0.01, 0.22999999999999995, 0.0]	[4.96886138e-01 2.03004805e-16 0.00000000e+00]	"[0.00000000e+00 1.50379416e-17 0.00000000e+00 5.02143544e-01
 1.25468817e-21 0.00000000e+00 4.97856456e-01]"	7.089262008666992
40	0.20033338033443265	[0.01, 0.22999999999999995, 0.01]	[4.96850166e-01 1.06681725e-16 1.96154144e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.95918043e-01
 7.28180516e-17 9.83008063e-18 5.04081957e-01]"	7.539423704147339
41	0.20719325924631507	[0.01, 0.22999999999999995, 0.02]	[4.96818107e-01 5.28185720e-17 2.46519033e-32]	"[3.79159054e-17 3.03660423e-17 3.29560611e-17 4.90355137e-01
 2.11257204e-17 0.00000000e+00 5.09644863e-01]"	7.3292927742004395
42	0.19586779011048053	[0.01, 0.23999999999999994, 0.0]	[0.49691505 0.         0.        ]	"[2.97271538e-16 5.60970529e-17 1.48286330e-16 5.06285292e-01
 0.00000000e+00 3.55693580e-17 4.93714708e-01]"	6.097936391830444
43	0.20299186015728576	[0.01, 0.23999999999999994, 0.01]	[0.49687594 0.         0.        ]	"[1.86432784e-17 0.00000000e+00 3.48137640e-17 4.99907052e-01
 2.07209933e-17 2.29581458e-17 5.00092948e-01]"	7.4286744594573975
44	0.20976146954862673	[0.01, 0.23999999999999994, 0.02]	[4.96841551e-01 0.00000000e+00 1.96238398e-16]	"[3.56352993e-17 3.97340561e-17 3.29667641e-17 4.94164677e-01
 1.03504599e-16 0.00000000e+00 5.05835323e-01]"	7.719894886016846
45	0.19848699073543605	[0.01, 0.24999999999999992, 0.0]	[0.4969363 0.        0.       ]	"[4.88990679e-20 0.00000000e+00 2.53338774e-21 5.10254019e-01
 0.00000000e+00 0.00000000e+00 4.89745981e-01]"	7.161055564880371
46	0.20552579558760392	[0.01, 0.24999999999999992, 0.01]	[4.96896138e-01 2.70352877e-17 9.63980504e-17]	"[5.50393814e-20 8.27656426e-17 2.03323972e-18 5.03682723e-01
 4.80881940e-17 1.68938921e-17 4.96317277e-01]"	7.154783248901367
47	0.2122050388088398	[0.01, 0.24999999999999992, 0.02]	[4.96862765e-01 7.39557099e-32 4.93038066e-32]	"[0.00000000e+00 0.00000000e+00 5.43349674e-18 4.97717019e-01
 0.00000000e+00 2.64613504e-17 5.02282981e-01]"	6.3755810260772705
48	0.20098414328793768	[0.01, 0.2599999999999999, 0.0]	[0.49695664 0.         0.        ]	"[3.38358843e-17 9.09513314e-19 4.95087203e-17 5.14010848e-01
 0.00000000e+00 5.05452116e-17 4.85989152e-01]"	6.007429122924805
49	0.2079373671975498	[0.01, 0.2599999999999999, 0.01]	[4.96917318e-01 1.38129331e-17 0.00000000e+00]	"[6.54727979e-17 5.09074512e-17 0.00000000e+00 5.07249546e-01
 0.00000000e+00 0.00000000e+00 4.92750454e-01]"	6.114635229110718
50	0.2145260285555092	[0.01, 0.2599999999999999, 0.02]	[4.96880693e-01 3.48906171e-16 9.79514508e-17]	"[4.33170529e-23 3.94520840e-17 0.00000000e+00 5.01166347e-01
 4.89811125e-17 1.28050325e-19 4.98833653e-01]"	7.075963020324707
51	0.20336133327047087	[0.01, 0.2699999999999999, 0.0]	[4.96979418e-01 4.34106940e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.17525352e-01
 1.00505190e-16 0.00000000e+00 4.82474648e-01]"	6.063971281051636
52	0.21022855945515573	[0.01, 0.2699999999999999, 0.01]	[4.96937607e-01 1.89790268e-16 0.00000000e+00]	"[8.90657694e-17 1.21456106e-16 1.99376870e-16 5.10637570e-01
 0.00000000e+00 0.00000000e+00 4.89362430e-01]"	6.320309638977051
53	0.21672632801960345	[0.01, 0.2699999999999999, 0.02]	[4.96903589e-01 9.50853684e-17 0.00000000e+00]	"[3.63206086e-17 0.00000000e+00 1.26831106e-16 5.04415619e-01
 0.00000000e+00 6.80810432e-17 4.95584381e-01]"	7.353956460952759
54	0.20562046145240676	[0.01, 0.2799999999999999, 0.0]	[4.96995660e-01 1.72361268e-16 3.89926381e-16]	"[2.15219201e-16 4.58616617e-17 1.72518309e-16 5.20864090e-01
 2.87606770e-17 1.42825352e-16 4.79135910e-01]"	6.16126012802124
55	0.21240118170358677	[0.01, 0.2799999999999999, 0.01]	[4.96956009e-01 3.63932078e-16 3.90594532e-16]	"[1.21989912e-16 0.00000000e+00 3.93950948e-17 5.13838380e-01
 0.00000000e+00 0.00000000e+00 4.86161620e-01]"	6.34958553314209
56	0.21880765557575987	[0.01, 0.2799999999999999, 0.02]	[4.96920997e-01 5.44270154e-17 9.78004079e-17]	"[4.54574727e-17 0.00000000e+00 1.79830012e-17 5.07476068e-01
 0.00000000e+00 8.07438470e-18 4.92523932e-01]"	6.89449667930603
57	0.20776326079958618	[0.01, 0.2899999999999999, 0.0]	[4.97017118e-01 4.33910757e-16 0.00000000e+00]	"[2.55812712e-17 3.76249601e-17 1.03937088e-16 5.24045825e-01
 5.34959761e-17 2.65601822e-17 4.75954175e-01]"	7.042192459106445
58	0.2144568863570944	[0.01, 0.2899999999999999, 0.01]	[0.49697332 0.         0.        ]	"[5.06188324e-17 3.34906887e-18 3.97368747e-17 5.16865301e-01
 4.70629445e-17 3.31739962e-18 4.83134699e-01]"	6.947083950042725
59	0.22077158255067483	[0.01, 0.2899999999999999, 0.02]	[4.96936521e-01 1.22253083e-16 0.00000000e+00]	"[1.09613578e-21 3.36829737e-22 0.00000000e+00 5.10372018e-01
 1.48101754e-21 4.76675391e-23 4.89627982e-01]"	7.297804594039917
60	0.20979131475527332	[0.01, 0.29999999999999993, 0.0]	[4.97030777e-01 0.00000000e+00 8.25038426e-17]	"[7.29166679e-18 3.66102791e-17 3.98239997e-17 5.27036573e-01
 4.10935561e-17 3.80860483e-18 4.72963427e-01]"	6.587087869644165
61	0.21639718447220013	[0.01, 0.29999999999999993, 0.01]	[4.96989855e-01 1.72681835e-16 3.90034685e-16]	"[6.97093819e-17 1.33945393e-17 2.09607692e-20 5.19733595e-01
 4.53565675e-20 3.44595222e-17 4.80266405e-01]"	6.462818622589111
62	0.222619547638426	[0.01, 0.29999999999999993, 0.02]	[4.96954628e-01 2.29505026e-16 6.83667385e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.13088749e-01
 0.00000000e+00 4.12621762e-17 4.86911251e-01]"	6.80168604850769
63	0.2117060723748244	[0.01, 0.30999999999999994, 0.0]	[4.97046848e-01 0.00000000e+00 2.91802506e-16]	"[3.48182135e-18 0.00000000e+00 3.72081148e-17 5.29895566e-01
 0.00000000e+00 3.68864350e-19 4.70104434e-01]"	5.975378751754761
64	0.21822345912275298	[0.01, 0.30999999999999994, 0.01]	[4.97004833e-01 0.00000000e+00 4.02156309e-16]	"[0.00000000e+00 8.86637667e-18 0.00000000e+00 5.22460126e-01
 1.08708949e-16 1.74847387e-17 4.77539874e-01]"	7.03041410446167
65	0.2243528644099285	[0.01, 0.30999999999999994, 0.02]	[0.49696715 0.         0.        ]	"[0.00000000e+00 7.48929595e-18 3.79981427e-19 5.15723013e-01
 1.13941454e-17 1.49331856e-21 4.84276987e-01]"	7.830341815948486
66	0.21350886005537614	[0.01, 0.3199999999999999, 0.0]	[4.97061251e-01 3.40121584e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.32548867e-01
 2.28938774e-17 6.00331855e-18 4.67451133e-01]"	5.565417766571045
67	0.2199369770985063	[0.01, 0.3199999999999999, 0.01]	[4.97019072e-01 0.00000000e+00 1.94765241e-16]	"[7.47012345e-17 4.82290394e-17 0.00000000e+00 5.25032625e-01
 1.11035473e-16 0.00000000e+00 4.74967375e-01]"	6.3117146492004395
68	0.22597274143681967	[0.01, 0.3199999999999999, 0.02]	[0.49698095 0.         0.        ]	"[1.84495700e-16 8.58978408e-18 1.94682380e-16 5.18180271e-01
 4.19625223e-16 4.68023744e-19 4.81819729e-01]"	7.5050177574157715
69	0.21520089295911138	[0.01, 0.32999999999999985, 0.0]	[4.97077939e-01 0.00000000e+00 2.91431254e-16]	"[7.90169827e-20 4.43415409e-17 1.46660494e-16 5.35120265e-01
 3.91877725e-21 1.83121514e-21 4.64879735e-01]"	7.626226425170898
70	0.22153889923633657	[0.01, 0.32999999999999985, 0.01]	[4.97033264e-01 8.44698885e-17 0.00000000e+00]	"[4.32596123e-17 8.02255462e-17 1.12921993e-16 5.27469726e-01
 3.78379230e-18 0.00000000e+00 4.72530274e-01]"	7.529437303543091
71	0.22748028198891426	[0.01, 0.32999999999999985, 0.02]	[0.49699383 0.         0.        ]	"[4.93745475e-17 0.00000000e+00 0.00000000e+00 5.20506750e-01
 4.77878058e-17 5.87626398e-18 4.79493250e-01]"	6.967919826507568
72	0.2167832862074025	[0.01, 0.33999999999999986, 0.0]	[4.97089215e-01 2.45376906e-16 2.91260101e-16]	"[0.         0.         0.         0.53753346 0.         0.
 0.46246654]"	6.543230295181274
73	0.22303028922139836	[0.01, 0.33999999999999986, 0.01]	[4.97046122e-01 1.50832308e-16 0.00000000e+00]	"[4.70573802e-17 7.82283817e-17 6.23452394e-17 5.29781104e-01
 0.00000000e+00 0.00000000e+00 4.70218896e-01]"	6.876309871673584
74	0.22887649723846498	[0.01, 0.33999999999999986, 0.02]	[4.97009171e-01 3.39430423e-16 0.00000000e+00]	"[3.56278944e-18 0.00000000e+00 7.13677384e-18 5.22703335e-01
 2.50763645e-16 0.00000000e+00 4.77296665e-01]"	7.482931613922119
75	0.2182570609166706	[0.01, 0.34999999999999987, 0.0]	[4.97099812e-01 2.45447750e-16 0.00000000e+00]	"[4.19972267e-17 0.00000000e+00 3.42852527e-17 5.39817054e-01
 1.96749082e-17 1.70506591e-22 4.60182946e-01]"	7.091445684432983
76	0.22441212118756748	[0.01, 0.34999999999999987, 0.01]	[0.49705702 0.         0.        ]	"[0.00000000e+00 4.55219280e-20 0.00000000e+00 5.31952848e-01
 0.00000000e+00 6.67177323e-21 4.68047152e-01]"	7.264433145523071
77	0.2301623122005323	[0.01, 0.34999999999999987, 0.02]	[4.97018270e-01 2.16944577e-16 9.73882126e-17]	"[1.36091049e-17 1.66611876e-17 1.25359522e-16 5.24791448e-01
 9.35130922e-18 1.64035759e-20 4.75208552e-01]"	8.173676252365112
78	0.21962315307044233	[0.01, 0.3599999999999999, 0.0]	[4.97112111e-01 8.88121020e-17 0.00000000e+00]	"[1.90006751e-18 6.52921920e-17 0.00000000e+00 5.41974787e-01
 2.30484325e-21 0.00000000e+00 4.58025213e-01]"	6.80742073059082
79	0.22568528737309565	[0.01, 0.3599999999999999, 0.01]	[0.49707177 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.34028389e-01
 4.16844503e-18 0.00000000e+00 4.65971611e-01]"	6.850970268249512
80	0.23133857269020067	[0.01, 0.3599999999999999, 0.02]	[4.97032344e-01 2.83187146e-16 4.44089210e-16]	"[2.26267270e-16 4.26278577e-22 1.12381837e-17 5.26763437e-01
 2.49965003e-16 0.00000000e+00 4.73236563e-01]"	8.00675106048584
81	0.22088242020445512	[0.01, 0.3699999999999999, 0.0]	[4.97122549e-01 0.00000000e+00 9.69331988e-17]	"[1.44875453e-16 1.49770630e-18 4.55356366e-17 5.44039830e-01
 0.00000000e+00 2.78661408e-17 4.55960170e-01]"	5.398334980010986
82	0.22685060228099357	[0.01, 0.3699999999999999, 0.01]	[0.49708029 0.         0.        ]	"[0.00000000e+00 1.38852236e-22 2.55107606e-21 5.35946364e-01
 7.39972961e-17 3.67311522e-18 4.64053636e-01]"	7.323385953903198
83	0.2324060497206787	[0.01, 0.3699999999999999, 0.02]	[4.97039424e-01 0.00000000e+00 9.72979260e-17]	"[4.24591430e-17 3.95137640e-17 2.26078896e-17 5.28598066e-01
 1.43811091e-16 1.76537837e-17 4.71401934e-01]"	8.247501373291016
84	0.22203564465355144	[0.01, 0.3799999999999999, 0.0]	[4.97132980e-01 0.00000000e+00 3.87553717e-16]	"[1.98002268e-17 0.00000000e+00 0.00000000e+00 5.45936538e-01
 2.29075977e-21 0.00000000e+00 4.54063462e-01]"	6.646733045578003
85	0.22790881084128278	[0.01, 0.3799999999999999, 0.01]	[4.97089083e-01 0.00000000e+00 4.85404598e-16]	"[4.67296398e-20 5.01554110e-17 4.31673106e-20 5.37776972e-01
 5.88516991e-17 1.34788050e-17 4.62223028e-01]"	7.9822399616241455
86	0.23336544591977962	[0.01, 0.3799999999999999, 0.02]	[4.97048866e-01 0.00000000e+00 1.94513799e-16]	"[3.63875692e-16 5.19644697e-17 2.03443451e-16 5.30336392e-01
 1.81148012e-16 0.00000000e+00 4.69663608e-01]"	7.693111181259155
87	0.2230835436959664	[0.01, 0.3899999999999999, 0.0]	[4.97142345e-01 2.10199747e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.47734500e-01
 2.38018841e-17 0.00000000e+00 4.52265500e-01]"	5.3683531284332275
88	0.22886059049491358	[0.01, 0.3899999999999999, 0.01]	[0.49709863 0.         0.        ]	"[4.21444820e-18 3.62875066e-18 1.85861881e-18 5.39504494e-01
 3.03819308e-19 9.85261025e-18 4.60495506e-01]"	7.285884141921997
89	0.23421739902454253	[0.01, 0.3899999999999999, 0.02]	[4.97057957e-01 0.00000000e+00 4.71552129e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.31988663e-01
 0.00000000e+00 1.78743820e-17 4.68011337e-01]"	7.274092674255371
90	0.22402676839837501	[0.01, 0.3999999999999998, 0.0]	[0.4971517 0.        0.       ]	"[0.00000000e+00 1.65166844e-17 0.00000000e+00 5.49445930e-01
 0.00000000e+00 0.00000000e+00 4.50554070e-01]"	5.8018858432769775
91	0.22970655655064154	[0.01, 0.3999999999999998, 0.01]	[4.97107797e-01 0.00000000e+00 2.08024537e-16]	"[1.95711396e-17 1.85389967e-17 0.00000000e+00 5.41117614e-01
 4.53229031e-16 0.00000000e+00 4.58882386e-01]"	7.2444984912872314
92	0.23496248440214096	[0.01, 0.3999999999999998, 0.02]	[4.97065289e-01 9.41843002e-17 0.00000000e+00]	"[1.57303066e-16 1.20282584e-16 1.39192031e-16 5.33471644e-01
 8.43656399e-17 0.00000000e+00 4.66528356e-01]"	8.225817918777466
93	0.22486591116707128	[0.01, 0.4099999999999998, 0.0]	[4.97162179e-01 1.33306168e-17 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 1.21161800e-20 5.51058106e-01
 9.61553859e-21 1.03771974e-20 4.48941894e-01]"	6.09017539024353
94	0.23044726808825855	[0.01, 0.4099999999999998, 0.01]	[4.97115275e-01 0.00000000e+00 2.90894332e-16]	"[0.00000000e+00 8.29793176e-19 9.48630971e-19 5.42692213e-01
 1.25977410e-17 0.00000000e+00 4.57307787e-01]"	6.725966691970825
95	0.23560122126706115	[0.01, 0.4099999999999998, 0.02]	[4.97072593e-01 0.00000000e+00 3.88593790e-16]	"[1.32236695e-16 1.54464106e-16 1.12446971e-16 5.34920032e-01
 0.00000000e+00 7.47262624e-21 4.65079968e-01]"	8.638657808303833
96	0.22560150780461602	[0.01, 0.4199999999999998, 0.0]	[0.49716745 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 3.27681700e-18 5.52557795e-01
 5.50559260e-17 0.00000000e+00 4.47442205e-01]"	6.7143683433532715
97	0.23108321873051324	[0.01, 0.4199999999999998, 0.01]	[0.49712333 0.         0.        ]	"[1.28364903e-20 0.00000000e+00 1.43364589e-17 5.44050111e-01
 6.83239451e-17 5.06078414e-18 4.55949889e-01]"	8.52214503288269
98	0.2361340739897023	[0.01, 0.4199999999999998, 0.02]	[4.97080223e-01 1.83289738e-16 5.82703259e-16]	"[8.05759775e-17 3.18291550e-17 6.32304640e-17 5.36250971e-01
 2.36117326e-16 5.45431108e-18 4.63749029e-01]"	8.559403657913208
99	0.22623404076901218	[0.01, 0.4299999999999998, 0.0]	[0.4971756 0.        0.       ]	"[8.94020291e-19 1.62426435e-17 4.80617165e-17 5.53960733e-01
 1.06274907e-17 0.00000000e+00 4.46039267e-01]"	6.140693426132202
100	0.231614864446921	[0.01, 0.4299999999999998, 0.01]	[4.97129952e-01 0.00000000e+00 2.90707589e-16]	"[4.08944863e-16 0.00000000e+00 1.71291345e-16 5.45351557e-01
 0.00000000e+00 0.00000000e+00 4.54648443e-01]"	7.66494607925415
101	0.23656145412049545	[0.01, 0.4299999999999998, 0.02]	[0.49708794 0.         0.        ]	"[1.95904161e-16 1.38295780e-17 1.35466929e-16 5.37485251e-01
 6.91902476e-16 7.24334338e-21 4.62514749e-01]"	8.779126644134521
102	0.2267639419329403	[0.01, 0.43999999999999984, 0.0]	[4.97181576e-01 1.51701555e-16 4.85247089e-16]	"[3.88239725e-17 5.39645354e-17 1.22099736e-17 5.55272294e-01
 1.21354915e-18 7.25128456e-18 4.44727706e-01]"	7.654634952545166
103	0.2320426002094882	[0.01, 0.43999999999999984, 0.01]	[4.97139292e-01 1.45318180e-16 0.00000000e+00]	"[2.19752605e-19 1.28561548e-19 6.90119513e-20 5.46596442e-01
 4.70206774e-16 1.82709857e-17 4.53403558e-01]"	8.255866527557373
104	0.23688372359154136	[0.01, 0.43999999999999984, 0.02]	[0.49709385 0.         0.        ]	"[9.05373124e-17 1.24209165e-16 5.06042462e-17 5.38623377e-01
 0.00000000e+00 0.00000000e+00 4.61376623e-01]"	7.764608144760132
